regulator,target
RpoD,pqiB
RpoD,pqiC
RpoD,preA
RpoD,preT
RpoD,prfA
RpoD,prfC
RpoD,priB
RpoD,prlF
RpoD,prmA
RpoD,prmC
RpoD,proK
RpoD,proL
RpoD,proM
RpoD,proP
RpoD,proS
RpoD,proV
RpoD,proW
RpoD,proX
RpoD,PrpR
RpoD,prs
RpoD,psiE
RpoD,psiF
RpoD,PspF
RpoD,pssA
RpoD,pstA
RpoD,pstB
RpoD,pstC
RpoD,pstS
RpoD,pta
RpoD,pth
RpoD,ptrA
RpoD,ptsG
RpoD,ptsH
RpoD,ptsI
RpoD,ptsN
RpoD,purA
RpoD,purB
RpoD,purC
RpoD,purD
RpoD,purE
RpoD,purF
RpoD,purH
RpoD,purK
RpoD,purL
RpoD,purM
RpoD,purN
RpoD,PurR
RpoD,purT
RpoD,PutA
RpoD,putP
RpoD,pykA
RpoD,pykF
RpoD,pyrC
RpoD,pyrD
RpoD,pyrF
RpoD,pyrH
RpoD,QseB
RpoD,qseC
RpoD,rapA
RpoD,rapZ
RpoD,rarA
RpoD,rbfA
RpoD,rbn
RpoD,rbsA
RpoD,rbsB
RpoD,rbsC
RpoD,rbsD
RpoD,rbsK
RpoD,RbsR
RpoD,rcnA
RpoD,rcnB
RpoD,RcnR
RpoD,RcsAB
RpoD,RcsB
RpoD,rcsD
RpoD,rdlD
RpoD,recA
RpoD,recB
RpoD,recC
RpoD,recD
RpoD,recF
RpoD,recG
RpoD,recJ
RpoD,recN
RpoD,recO
RpoD,recQ
RpoD,recX
RpoD,relA
RpoD,RelB
RpoD,RelB-RelE
RpoD,rep
RpoD,rfaD
RpoD,rfe
RpoD,rffC
RpoD,rffG
RpoD,rffH
RpoD,rffM
RpoD,rhaA
RpoD,rhaB
RpoD,rhaD
RpoD,RhaR
RpoD,RhaS
RpoD,rhaT
RpoD,ribA
RpoD,ribD
RpoD,ribE
RpoD,ribF
RpoD,rihB
RpoD,rimK
RpoD,rimM
RpoD,rimP
RpoD,rirA
RpoD,rlmE
RpoD,rluA
RpoD,rnb
RpoD,rnc
RpoD,rnd
RpoD,rne
RpoD,rnlA
RpoD,rnlB
RpoD,rnpB
RpoD,rpe
RpoD,rpiB
RpoD,rplB
RpoD,rplC
RpoD,rplD
RpoD,rplI
RpoD,rplP
RpoD,rplQ
RpoD,rplS
RpoD,rplT
RpoD,rplU
RpoD,rplV
RpoD,rplW
RpoD,rplY
RpoD,rpmA
RpoD,rpmC
RpoD,rpmI
RpoD,rpoA
RpoD,RpoD
RpoD,RpoE
RpoD,RpoH
RpoD,RpoN
RpoD,RpoS
RpoD,rpoZ
RpoD,rpsA
RpoD,rpsB
RpoD,rpsC
RpoD,rpsD
RpoD,rpsF
RpoD,rpsJ
RpoD,rpsK
RpoD,rpsM
RpoD,rpsO
RpoD,rpsP
RpoD,rpsQ
RpoD,rpsR
RpoD,rpsS
RpoD,rpsU
RpoD,rraA
RpoD,rraB
RpoD,rrfA
RpoD,rrfB
RpoD,rrfC
RpoD,rrfD
RpoD,rrfE
RpoD,rrfF
RpoD,rrfG
RpoD,rrfH
RpoD,rrlA
RpoD,rrlB
RpoD,rrlC
RpoD,rrlD
RpoD,rrlE
RpoD,rrlG
RpoD,rrlH
RpoD,rrsA
RpoD,rrsB
RpoD,rrsC
RpoD,rrsD
RpoD,rrsE
RpoD,rrsG
RpoD,rrsH
RpoD,rsd
RpoD,rseA
RpoD,rseB
RpoD,rseC
RpoD,rseD
RpoD,rsmG
RpoD,rsmH
RpoD,RutR
RpoD,ruvC
RpoD,rybA
RpoD,rydC
RpoD,ryeA
RpoD,ryfD
RpoD,ryhB
RpoD,ryjB
RpoD,safA
RpoD,sbcC
RpoD,sbcD
RpoD,sdhA
RpoD,sdhB
RpoD,sdhC
RpoD,sdhD
RpoD,sdhX
RpoD,SdiA
RpoD,secB
RpoD,secG
RpoD,serA
RpoD,serC
RpoD,serT
RpoD,serU
RpoD,serV
RpoD,serW
RpoD,serX
RpoD,setA
RpoD,sfsA
RpoD,sgbE
RpoD,sgbH
RpoD,sgbU
RpoD,SgrR
RpoD,sgrS
RpoD,sgrT
RpoD,shiA
RpoD,shoB
RpoD,sibA
RpoD,sibB
RpoD,sibD
RpoD,sibE
RpoD,sixA
RpoD,slmA
RpoD,slp
RpoD,sodA
RpoD,sodB
RpoD,sohB
RpoD,sokB
RpoD,sokC
RpoD,SoxR
RpoD,SoxS
RpoD,speA
RpoD,speB
RpoD,speD
RpoD,speE
RpoD,spf
RpoD,spoT
RpoD,spy
RpoD,sraG
RpoD,srkA
RpoD,srlA
RpoD,srlB
RpoD,srlD
RpoD,srlE
RpoD,SrlR
RpoD,sroA
RpoD,sroC
RpoD,ssb
RpoD,ssnA
RpoD,ssrA
RpoD,ssrS
RpoD,ssuA
RpoD,ssuB
RpoD,ssuC
RpoD,ssuD
RpoD,ssuE
RpoD,stfQ
RpoD,StpA
RpoD,sucA
RpoD,sucB
RpoD,sucC
RpoD,sucD
RpoD,sufA
RpoD,sufB
RpoD,sufC
RpoD,sufD
RpoD,sufE
RpoD,sufS
RpoD,sulA
RpoD,SutR
RpoD,symE
RpoD,symR
RpoD,tatA
RpoD,tatB
RpoD,tatC
RpoD,tatD
RpoD,tcyJ
RpoD,tdh
RpoD,tfaQ
RpoD,tff
RpoD,thiB
RpoD,thiL
RpoD,thiP
RpoD,thiQ
RpoD,thrA
RpoD,thrB
RpoD,thrC
RpoD,thrL
RpoD,thrT
RpoD,thrU
RpoD,thrV
RpoD,thrW
RpoD,thyA
RpoD,tnaA
RpoD,tnaB
RpoD,tnaC
RpoD,tomB
RpoD,tonB
RpoD,topA
RpoD,torA
RpoD,torC
RpoD,torD
RpoD,TorR
RpoD,tpiA
RpoD,tpr
RpoD,tpx
RpoD,treB
RpoD,treC
RpoD,TreR
RpoD,trmD
RpoD,trmH
RpoD,trpA
RpoD,trpB
RpoD,trpC
RpoD,trpD
RpoD,trpE
RpoD,trpL
RpoD,TrpR
RpoD,trpS
RpoD,truB
RpoD,trxA
RpoD,trxC
RpoD,tsaE
RpoD,tsf
RpoD,tsr
RpoD,tsx
RpoD,ttdA
RpoD,ttdB
RpoD,ttdT
RpoD,tufA
RpoD,tufB
RpoD,tynA
RpoD,tyrA
RpoD,tyrB
RpoD,tyrP
RpoD,TyrR
RpoD,tyrT
RpoD,tyrU
RpoD,tyrV
RpoD,ubiA
RpoD,ubiC
RpoD,ubiG
RpoD,ubiH
RpoD,ubiI
RpoD,ubiX
RpoD,udp
RpoD,ugpA
RpoD,ugpB
RpoD,ugpC
RpoD,ugpE
RpoD,ugpQ
RpoD,uhpT
RpoD,UidR
RpoD,ulaA
RpoD,ulaB
RpoD,ulaC
RpoD,ulaD
RpoD,ulaE
RpoD,ulaF
RpoD,umpG
RpoD,umpH
RpoD,umuC
RpoD,umuD
RpoD,upp
RpoD,uraA
RpoD,uspA
RpoD,uvrA
RpoD,uvrB
RpoD,uvrC
RpoD,uvrD
RpoD,UvrY
RpoD,uxaA
RpoD,uxaB
RpoD,uxaC
RpoD,uxuA
RpoD,uxuB
RpoD,UxuR
RpoD,valS
RpoD,valT
RpoD,valU
RpoD,valV
RpoD,valW
RpoD,valX
RpoD,valY
RpoD,waaA
RpoD,waaB
RpoD,waaC
RpoD,waaF
RpoD,waaG
RpoD,waaH
RpoD,waaJ
RpoD,waaL
RpoD,waaO
RpoD,waaP
RpoD,waaQ
RpoD,waaS
RpoD,waaU
RpoD,waaY
RpoD,waaZ
RpoD,wcaA
RpoD,wcaB
RpoD,wecB
RpoD,wecC
RpoD,wecE
RpoD,wecF
RpoD,wza
RpoD,wzb
RpoD,wzc
RpoD,wzxE
RpoD,wzyE
RpoD,wzzE
RpoD,xapA
RpoD,xapB
RpoD,XapR
RpoD,xerC
RpoD,xerD
RpoD,xseA
RpoD,xseB
RpoD,xylE
RpoD,yacC
RpoD,yadS
RpoD,yadV
RpoD,yafN
RpoD,yafO
RpoD,yafP
RpoD,yagK
RpoD,yaiA
RpoD,yajG
RpoD,yajO
RpoD,ybbW
RpoD,ybbY
RpoD,ybdN
RpoD,ybdZ
RpoD,ybeD
RpoD,ybhF
RpoD,ybhG
RpoD,ybhL
RpoD,ybhR
RpoD,ybhS
RpoD,ybiB
RpoD,ybjC
RpoD,ybjN
RpoD,ycaR
RpoD,yccA
RpoD,ycdZ
RpoD,yceI
RpoD,yceJ
RpoD,ycgZ
RpoD,ychA
RpoD,ychF
RpoD,ychH
RpoD,ychO
RpoD,ychQ
RpoD,yciB
RpoD,yciC
RpoD,yciE
RpoD,yciH
RpoD,yciW
RpoD,yciX
RpoD,ydeI
RpoD,ydeJ
RpoD,ydeM
RpoD,ydeN
RpoD,YdeO
RpoD,ydeP
RpoD,ydfA
RpoD,ydfB
RpoD,ydfC
RpoD,ydfD
RpoD,ydfW
RpoD,ydfX
RpoD,ydjM
RpoD,yeaE
RpoD,yeaR
RpoD,yebB
RpoD,yebC
RpoD,yebE
RpoD,yebG
RpoD,YefM
RpoD,YefM-YoeB
RpoD,yegR
RpoD,yehF
RpoD,yeiB
RpoD,yfaE
RpoD,yfdE
RpoD,yfdV
RpoD,yfdX
RpoD,yffB
RpoD,yfgG
RpoD,yfiB
RpoD,yfiR
RpoD,ygeA
RpoD,ygeH
RpoD,ygfB
RpoD,yhaV
RpoD,yhbE
RpoD,yhdT
RpoD,yhfA
RpoD,yhgH
RpoD,yhhY
RpoD,yhiD
RpoD,yhjR
RpoD,yhjX
RpoD,yiaK
RpoD,yiaL
RpoD,yiaM
RpoD,yiaN
RpoD,yiaO
RpoD,yibN
RpoD,yifL
RpoD,yigA
RpoD,yigB
RpoD,yihI
RpoD,yihS
RpoD,yihT
RpoD,yihU
RpoD,yihV
RpoD,yjbE
RpoD,yjbF
RpoD,yjbG
RpoD,yjbH
RpoD,yjcH
RpoD,yjeV
RpoD,YjjQ
RpoD,yjjZ
RpoD,ykgM
RpoD,ykgO
RpoD,ykgR
RpoD,yliM
RpoD,ymgA
RpoD,ymgC
RpoD,ymiA
RpoD,ymiC
RpoD,ynfE
RpoD,ynfF
RpoD,ynfG
RpoD,ynfH
RpoD,yoaE
RpoD,yoaG
RpoD,yobF
RpoD,yojI
RpoD,ypfN
RpoD,yqhD
RpoD,yqjA
RpoD,yrbG
RpoD,yrbN
RpoD,ysgA
RpoD,ytiC
RpoD,ytiD
RpoD,zinT
RpoD,zntA
RpoD,znuB
RpoD,znuC
RpoD,zwf
TyrR,tyrP
SutR,SutR
SdiA,ftsQ
RhaS,rhaT
RhaS,RhaS
RhaS,RhaR
QseB,FeaR
PhoP,slyB
PhoP,phoQ
PhoP,PhoP
PhoB,ugpQ
PhoB,ugpE
PhoB,ugpC
PhoB,ugpB
PhoB,ugpA
OxyR,elaB
OmpR,ompF
NtrC,glnQ
NtrC,glnP
NtrC,glnL
NtrC,glnH
NtrC,NtrC
NtrC,glnA
NarP,napH
NarP,napG
NarP,napF
NarP,napD
NarP,napC
NarP,napB
NarP,napA
NarP,ccmH
NarP,ccmG
NarP,ccmF
NarP,ccmE
NarP,ccmD
NarP,ccmC
NarP,ccmB
NarP,ccmA
NarL,nrfG
NarL,nrfF
NarL,nrfE
NarL,nrfD
NarL,nrfC
NarL,nrfB
NarL,nrfA
NagC,glmU
NagC,glmS
MurR,MurR
MetR,glyA
MelR,MelR
MelR,melB
MelR,melA
Lrp,serA
Lrp,osmC
Lrp,ilvI
Lrp,ilvH
LldR,LldR
LldR,lldP
LldR,lldD
LeuO,LeuO
IHF,ssuE
IHF,ssuD
IHF,ssuC
IHF,ssuB
IHF,ssuA
IHF,ompF
IHF,nrfG
IHF,nrfF
IHF,nrfE
IHF,nrfD
IHF,nrfC
IHF,nrfB
IHF,nrfA
IHF,norW
IHF,norV
IHF,nirD
IHF,nirC
IHF,nirB
IHF,ilvX
IHF,ilvM
IHF,ilvL
IHF,ilvE
IHF,ilvD
IHF,ilvA
IHF,cysG
IHF,carB
IHF,carA
H-NS,hlyE
GcvA,gcvT
GcvA,gcvP
GcvA,gcvH
GalS,galT
GalS,galM
GalS,galK
GalS,galE
GalR,galT
GalR,galM
GalR,galK
GalR,galE
GadX,yhiD
GadX,hdeB
GadX,hdeA
GadX,GadW
GadW,yhiD
GadW,hdeB
GadW,hdeA
GadW,GadX
GadW,gadC
GadW,gadB
GadW,gadA
Fur,tonB
Fur,lpd
Fur,glnK
Fur,gdhA
Fur,entS
Fur,amtB
Fis,topA
Fis,ssrS
Fis,rnpB
Fis,ptsG
Fis,ndh
Fis,fau
Fnr,PdhR
Fnr,ompW
Fnr,lpd
Fnr,grcA
Fnr,glnK
Fnr,glnD
Fnr,fdnI
Fnr,fdnH
Fnr,fdnG
Fnr,cydB
Fnr,cydA
Fnr,aspC
Fnr,ArcA
Fnr,amtB
Fnr,aceF
Fnr,aceE
DnaA,yfaE
DnaA,recF
DnaA,nrdB
DnaA,nrdA
DnaA,dnaN
DnaA,DnaA
Cra,ptsI
Cra,ptsH
Cra,crr
ChbR,ChbR
ChbR,chbG
ChbR,chbF
ChbR,chbC
ChbR,chbB
ChbR,chbA
Crp,yiaO
Crp,yiaN
Crp,yiaM
Crp,yiaL
Crp,yiaK
Crp,yhfA
Crp,ycdZ
Crp,ybiT
Crp,umpH
Crp,udp
Crp,tsx
Crp,treC
Crp,treB
Crp,sgbU
Crp,sgbH
Crp,sgbE
Crp,RpoH
Crp,ptsI
Crp,ptsH
Crp,proP
Crp,ppiA
Crp,pck
Crp,OmpR
Crp,nupG
Crp,nagE
Crp,NagC
Crp,nagB
Crp,nagA
Crp,Mlc
Crp,manA
Crp,MalI
Crp,lyxK
Crp,lpd
Crp,ldtB
Crp,lacZ
Crp,lacY
Crp,lacA
Crp,glnL
Crp,NtrC
Crp,glnA
Crp,galT
Crp,galM
Crp,galK
Crp,galE
Crp,fumC
Crp,Fis
Crp,envZ
Crp,dusB
Crp,deoD
Crp,deoC
Crp,deoB
Crp,deoA
Crp,dadX
Crp,dadA
Crp,CytR
Crp,CsqR
Crp,crr
Crp,Crp
Crp,CRP-Sxy
Crp,cdd
Crp,araJ
BolA,dacC
BolA,ampC
ArcA,sucD
ArcA,sucC
ArcA,sucB
ArcA,sucA
ArcA,sdhX
ArcA,sdhD
ArcA,sdhC
ArcA,sdhB
ArcA,sdhA
AraC,araD
AraC,AraC
AraC,araB
AraC,araA
Ada,alkB
Ada,Ada
FrmR,FrmR
FrmR,frmA
FrmR,frmB
AraC,yjfF
AraC,ytfT
AraC,ytfR
AraC,ytfQ
Lrp,ZntR
Lrp,zitB
Lrp,zipA
Lrp,ytjB
Lrp,ytfJ
Lrp,ytfB
Lrp,yqeG
Lrp,yodC
Lrp,yoaH
Lrp,ynjH
Lrp,ykgE
Lrp,yjiL
Lrp,yjfP
Lrp,yjeH
Lrp,yjbR
Lrp,yiiM
Lrp,yicH
Lrp,yibT
Lrp,yibL
Lrp,yiaG
Lrp,yhjR
Lrp,yhjJ
Lrp,yhiM
Lrp,yhhA
Lrp,yhdV
Lrp,yhdN
Lrp,yhcN
Lrp,yhbY
Lrp,ygiW
Lrp,YgiV
Lrp,yfiB
Lrp,yfaP
Lrp,tsuA
Lrp,yebF
Lrp,yeaG
Lrp,yeaE
Lrp,ydhQ
Lrp,ydgH
Lrp,ydeN
Lrp,ydeE
Lrp,ydcL
Lrp,ydcK
Lrp,yciZ
Lrp,YciT
Lrp,ychE
Lrp,ycgB
Lrp,ycfJ
Lrp,yceB
Lrp,trhO
Lrp,ybjX
Lrp,ybjN
Lrp,ybiT
Lrp,ybiO
Lrp,ybiI
Lrp,ybhQ
Lrp,ybgA
Lrp,ybeX
Lrp,ybdL
Lrp,ybdG
Lrp,ybdF
Lrp,yaiY
Lrp,yagU
Lrp,yaeQ
Lrp,yacL
Lrp,yabQ
Lrp,yaaX
Lrp,wecB
Lrp,upp
Lrp,ubiA
Lrp,trxB
Lrp,treA
Lrp,topA
Lrp,thiC
Lrp,sulA
Lrp,sthA
Lrp,sstT
Lrp,sroH
Lrp,SoxS
Lrp,slyX
Lrp,SlyA
Lrp,serS
Lrp,sad
Lrp,rseA
Lrp,rsd
Lrp,rpsH
Lrp,RpoN
Lrp,rplR
Lrp,rplF
Lrp,rpiB
Lrp,rpiA
Lrp,rnr
Lrp,rlmE
Lrp,ribE
Lrp,rhtB
Lrp,relA
Lrp,radD
Lrp,QseB
Lrp,pyrI
Lrp,purT
Lrp,purM
Lrp,ptsN
Lrp,pspG
Lrp,proP
Lrp,prlF
Lrp,ppsA
Lrp,ppk
Lrp,polA
Lrp,pntA
Lrp,pncB
Lrp,phoH
Lrp,phoA
Lrp,pgl
Lrp,panZ
Lrp,pal
Lrp,pabB
Lrp,ompT
Lrp,nusB
Lrp,nuoA
Lrp,napF
Lrp,Nac
Lrp,mutY
Lrp,mscS
Lrp,mscK
Lrp,msbA
Lrp,modA
Lrp,mnmA
Lrp,metT
Lrp,metH
Lrp,menA
Lrp,manA
Lrp,lpxL
Lrp,lolA
Lrp,lipA
Lrp,LeuO
Lrp,leuL
Lrp,leuA
Lrp,ldhA
Lrp,katE
Lrp,iraP
Lrp,iraD
Lrp,intZ
Lrp,insH3
Lrp,insC5
Lrp,ibpB
Lrp,ibpA
Lrp,htrE
Lrp,hspQ
Lrp,hpf
Lrp,hlyE
Lrp,groS
Lrp,groL
Lrp,gpt
Lrp,gltP
Lrp,glnQ
Lrp,glnL
Lrp,glnK
Lrp,glnH
Lrp,glnA
Lrp,glgC
Lrp,glcA
Lrp,gdhA
Lrp,gadY
Lrp,GadW
Lrp,gadB
Lrp,fxsA
Lrp,fumA
Lrp,frdB
Lrp,frdA
Lrp,FliA
Lrp,fadL
Lrp,fadI
Lrp,exbB
Lrp,eptB
Lrp,eno
Lrp,emrD
Lrp,dtpB
Lrp,dppA
Lrp,dhaK
Lrp,dgcZ
Lrp,dgcQ
Lrp,dgcM
Lrp,dgcJ
Lrp,deoB
Lrp,dedA
Lrp,deaD
Lrp,CysB
Lrp,cydC
Lrp,rdcA
Lrp,creA
Lrp,cpoB
Lrp,clpS
Lrp,clpP
Lrp,chbG
Lrp,Cbl
Lrp,can
Lrp,btuE
Lrp,bssS
Lrp,borD
Lrp,atpH
Lrp,atpA
Lrp,astC
Lrp,aspS
Lrp,aspC
Lrp,asnB
Lrp,asnA
Lrp,artP
Lrp,artI
Lrp,aroG
Lrp,argT
Lrp,argS
Lrp,ArgR
Lrp,argA
Lrp,arcB
Lrp,aphA
Lrp,amiC
Lrp,AlaS
Lrp,aer
Lrp,acrZ
Lrp,yzgL
Lrp,ytfK
Lrp,yqeF
Lrp,yjiC
Lrp,yjeM
Lrp,yjbQ
Lrp,yjbJ
Lrp,yhjE
Lrp,yhhW
Lrp,patA
Lrp,yfcZ
Lrp,yfcC
Lrp,yehL
Lrp,yciN
Lrp,ycaM
Lrp,ybjS
Lrp,ybiJ
Lrp,ybgS
Lrp,uspE
Lrp,TyrR
Lrp,tyrP
Lrp,dtpA
Lrp,thrL
Lrp,serB
Lrp,sdaC
Lrp,ppx
Lrp,potF
Lrp,pepD
Lrp,mtr
Lrp,mqo
Lrp,metK
Lrp,LrhA
Lrp,lolC
Lrp,ftsQ
Lrp,eco
Lrp,cycA
Lrp,csiE
Lrp,brnQ
Lrp,aspA
Lrp,ansB
Lrp,aceB
GlaR,ZraR
GlaR,ypdC
GlaR,yobD
GlaR,ynjH
GlaR,YjjQ
GlaR,yjjP
GlaR,yjdP
GlaR,yihM
GlaR,yihD
GlaR,yigG
GlaR,yhcD
GlaR,ygiW
GlaR,yfiR
GlaR,dgcN
GlaR,yfiL
GlaR,yfdV
GlaR,yfcV
GlaR,yfcO
GlaR,yfbU
GlaR,hxpA
GlaR,yfbO
GlaR,yfbN
GlaR,yehS
GlaR,yehD
GlaR,yeaE
GlaR,ydfK
GlaR,YdeO
GlaR,ycjP
GlaR,yciU
GlaR,ychQ
GlaR,ycgY
GlaR,ycgJ
GlaR,yccT
GlaR,ycbV
GlaR,ycbU
GlaR,TtdR
GlaR,ttdA
GlaR,tehA
GlaR,tar
GlaR,tam
GlaR,sgcC
GlaR,safA
GlaR,rssB
GlaR,rpsF
GlaR,rpiB
GlaR,rhsD
GlaR,rfbB
GlaR,prmC
GlaR,priC
GlaR,ppx
GlaR,ppiB
GlaR,pliG
GlaR,phoH
GlaR,pdxA
GlaR,PdhR
GlaR,oxc
GlaR,nlpA
GlaR,murD
GlaR,mrdA
GlaR,mglA
GlaR,lsrG
GlaR,ldcC
GlaR,kdsA
GlaR,inaA
GlaR,idnK
GlaR,idnD
GlaR,htrE
GlaR,hinT
GlaR,gltF
GlaR,gdhA
GlaR,GcvA
GlaR,GadX
GlaR,GadW
GlaR,fhuE
GlaR,elfC
GlaR,dinQ
GlaR,dctR
GlaR,cysS
GlaR,cysN
GlaR,casA
GlaR,CadC
GlaR,bssS
GlaR,bdcA
GlaR,baeS
GlaR,aroP
GlaR,aroB
GlaR,apt
GlaR,alaE
GlaR,chaB
GlaR,chaC
GlaR,yodB
GlaR,ydhS
GlaR,ycgV
GlaR,pdeG
GlaR,ydfI
GlaR,ydcK
GlaR,yccU
GlaR,ynaE
GlaR,ypjA
GlaR,YgiV
GlaR,YqhC
GlaR,ybaN
GlaR,ygjI
GlaR,bdcR
GlaR,yjfY
GlaR,orn
GlaR,rsgA
GlaR,yfjD
GlaR,yfdC
GlaR,yadN
GlaR,yehE
GlaR,kdgT
GlaR,chaA
GlaR,smg
GlaR,yidB
PgrR,mppA
IHF,cycA
IHF,icd
CecR,rhlE
NagC,eutS
NagC,eutP
NagC,eutQ
NagC,eutT
NagC,eutD
NagC,eutM
SoxS,cadA
SoxS,yhbW
SoxS,mdaB
SoxS,map
SoxS,glnD
SoxS,dapD
SutR,ypfN
SutR,pfkB
SutR,ydcO
OxyR,xthA
YgbI,ygbK
YgbI,ygbJ
H-NS,cycA
H-NS,pagP
H-NS,gadC
H-NS,cbpA
H-NS,AscG
H-NS,iraP
H-NS,gadB
H-NS,ascF
H-NS,glvC
H-NS,adiC
H-NS,ddlA
H-NS,PdeL
Nac,znuA
Nac,ytfP
Nac,ytfK
Nac,ytfJ
Nac,ytfB
Nac,yqeJ
Nac,yqeH
Nac,yqeB
Nac,YefM-YoeB
Nac,yobF
Nac,yobB
Nac,yobA
Nac,ynjH
Nac,ynjF
Nac,hxpB
Nac,yniB
Nac,bidA
Nac,ynfG
Nac,ynfF
Nac,ynfE
Nac,ynfD
Nac,ynfB
Nac,mgtS
Nac,yneK
Nac,ynaK
Nac,ykgH
Nac,ykgE
Nac,yjhI
Nac,yjgH
Nac,yjfZ
Nac,yjeM
Nac,pdeC
Nac,yjcB
Nac,yjbQ
Nac,yjbB
Nac,yiiF
Nac,yiiE
Nac,yihQ
Nac,yihO
Nac,yihL
Nac,yihD
Nac,yigL
Nac,yigI
Nac,yifB
Nac,YieP
Nac,yieE
Nac,yidQ
Nac,yicJ
Nac,yhhZ
Nac,yhfZ
Nac,yhcD
Nac,yhcA
Nac,ubiU
Nac,ubiT
Nac,yhaB
Nac,ygiZ
Nac,ygiM
Nac,ygiL
Nac,ygiF
Nac,yghS
Nac,yggP
Nac,ygdB
Nac,ygcP
Nac,ygcO
Nac,ygcE
Nac,ygaZ
Nac,ygaV
Nac,ygaP
Nac,ygaM
Nac,ygaC
Nac,abpA
Nac,yfiR
Nac,yfiL
Nac,yfhL
Nac,yfgH
Nac,yfgG
Nac,pdeF
Nac,yfeS
Nac,yfeK
Nac,yfcP
Nac,yfcO
Nac,yfaE
Nac,lapC
Nac,yejG
Nac,yejB
Nac,yegR
Nac,yegL
Nac,yegH
Nac,HprR
Nac,yecF
Nac,yecE
Nac,yecD
Nac,rflP
Nac,ydiP
Nac,ydiO
Nac,ydiB
Nac,ydfR
Nac,ydfK
Nac,ydeQ
Nac,ydeP
Nac,ydcZ
Nac,YdcI
Nac,ydaU
Nac,ydaT
Nac,yciZ
Nac,ychA
Nac,ycgB
Nac,dgcT
Nac,ybjX
Nac,ybjQ
Nac,ybjP
Nac,ybgE
Nac,ybgC
Nac,ybfC
Nac,ybeU
Nac,ybeR
Nac,ybcV
Nac,ybbW
Nac,ybbC
Nac,ybaL
Nac,yajO
Nac,yaiZ
Nac,PdeL
Nac,yafV
Nac,DinJ-YafQ
Nac,yafO
Nac,yafN
Nac,yafD
Nac,yadM
Nac,yadC
Nac,xdhA
Nac,XapR
Nac,wzzE
Nac,wzc
Nac,wzb
Nac,wza
Nac,wrbA
Nac,wcaF
Nac,wcaE
Nac,waaG
Nac,waaF
Nac,uxaC
Nac,UvrY
Nac,uspG
Nac,uspA
Nac,UhpA
Nac,ubiA
Nac,trxB
Nac,torA
Nac,tomB
Nac,tolB
Nac,tnaC
Nac,tnaB
Nac,tnaA
Nac,thrS
Nac,thiL
Nac,tff
Nac,tfaR
Nac,tfaQ
Nac,TdcA
Nac,tauA
Nac,sucA
Nac,stfR
Nac,ssuE
Nac,SrlR
Nac,spf
Nac,sibE
Nac,sibA
Nac,shoB
Nac,shiA
Nac,selC
Nac,secG
Nac,sdhC
Nac,sdaA
Nac,scpB
Nac,sbcD
Nac,rutB
Nac,rsd
Nac,rpoZ
Nac,rpmH
Nac,rplU
Nac,rnlB
Nac,rluE
Nac,rimP
Nac,rfbC
Nac,rfbB
Nac,rep
Nac,RcsAB
Nac,queF
Nac,pyrL
Nac,pyrB
Nac,ptrA
Nac,pstS
Nac,pstC
Nac,prmB
Nac,ppiB
Nac,ppdC
Nac,ppc
Nac,polA
Nac,pntA
Nac,pldA
Nac,pitB
Nac,phoH
Nac,PhoB
Nac,pgaA
Nac,pfkB
Nac,pdxK
Nac,pabC
Nac,osmY
Nac,osmB
Nac,oppC
Nac,oppA
Nac,ompT
Nac,OmpR
Nac,ompN
Nac,ompF
Nac,ompA
Nac,nusB
Nac,nusA
Nac,nudC
Nac,nrfG
Nac,nrfF
Nac,nrdG
Nac,nlpE
Nac,nfrB
Nac,narX
Nac,narK
Nac,napC
Nac,napB
Nac,nanK
Nac,nanA
Nac,nadD
Nac,nadC
Nac,msrA
Nac,mscL
Nac,mreC
Nac,moeA
Nac,mobA
Nac,mntH
Nac,micC
Nac,mglB
Nac,mglA
Nac,metY
Nac,MetR
Nac,metE
Nac,mdtE
Nac,mcrB
Nac,mcbA
Nac,MarR
Nac,map
Nac,malY
Nac,MalI
Nac,macA
Nac,lysU
Nac,LysR
Nac,lysP
Nac,lysA
Nac,Lrp
Nac,lpxH
Nac,livM
Nac,livK
Nac,livH
Nac,leuU
Nac,LeuO
Nac,leuL
Nac,lepB
Nac,lepA
Nac,kdsA
Nac,kbl
Nac,kbaY
Nac,katG
Nac,ispD
Nac,iraP
Nac,intD
Nac,insK
Nac,ilvN
Nac,ilvL
Nac,ileY
Nac,icd
Nac,ibpA
Nac,iaaA
Nac,HU
Nac,htrE
Nac,htpX
Nac,htpG
Nac,holE
Nac,hofC
Nac,hfq
Nac,hemN
Nac,hemH
Nac,hemB
Nac,hchA
Nac,HcaR
Nac,hcaE
Nac,gudX
Nac,gspO
Nac,gspM
Nac,gspH
Nac,gspG
Nac,groS
Nac,gor
Nac,gmk
Nac,glxK
Nac,gltA
Nac,glpK
Nac,glcA
Nac,gcvT
Nac,gatA
Nac,GadX
Nac,GadE
Nac,GadE-RcsB
Nac,fucA
Nac,ftnB
Nac,fliD
Nac,fliC
Nac,fhuF
Nac,fepE
Nac,feaB
Nac,fdoG
Nac,exuT
Nac,EvgA
Nac,eutS
Nac,emrK
Nac,elfG
Nac,ecnB
Nac,ecnA
Nac,dsbG
Nac,dsbA
Nac,dppA
Nac,DnaA
Nac,dkgA
Nac,DhaR
Nac,dhaK
Nac,ddpC
Nac,dcyD
Nac,dcm
