"regulator","gene_name","gene_id","effect","evidence","source","category","regulator_label","Use","regulator_id","prsn_in_gBnb"
"Fnr","ssuB","b0933","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","ssuC","b0934","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334",NA
"Fnr","ssuD","b0935","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","ssuE","b0937","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334",NA
"Fnr","sucA","b0726","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","sucB","b0727","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","sucC","b0728","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","sucD","b0729","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","tap","b1885","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334",NA
"Fnr","tar","b1886","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","tdcA","b3118","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334",NA
"Fnr","tdcB","b3117","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","tdcC","b3116","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","tdcD","b3115","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","tdcE","b3114","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","tdcF","b3113","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","tdcG","b4471","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","tpx","b1324","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1334",NA
"Fnr","trmD","b2607","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","ubiA","b4040","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1334",NA
"Fnr","ubiC","b4039","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","upp","b2498","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","uraA","b2497","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","uxaA","b3091","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","uxaC","b3092","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","viaA","b3745","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","xdhA","b2866","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","xdhB","b2867","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","xdhC","b2868","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","ybdN","b0602","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","ybdZ","b4511","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","ychO","b1220","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1334",NA
"Fnr","ydeJ","b1537","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334",NA
"Fnr","ydhT","b1669","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","ydhU","b1670","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","ydhV","b1673","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334",NA
"Fnr","ydhW","b1672","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","ydhX","b1671","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","ydhY","b1674","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","yecR","b1904","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","yeiL","b2163","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","ygbA","b2732","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","ymjE","b4742","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1334",NA
"Fnr","ynfE","b1587","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334",NA
"Fnr","ynfF","b1588","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334",NA
"Fnr","ynfG","b1589","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334",NA
"Fnr","ynfH","b1590","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","ysgA","b3830","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","ytfE","b4209","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"Fnr","zwf","b1852","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1334","Yes"
"FabR","fabA","b0954","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3963","Yes"
"FabR","fabB","b2323","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3963","Yes"
"FadR","accA","b0185","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1187","Yes"
"FadR","accB","b3255","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1187","Yes"
"FadR","accC","b3256","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1187","Yes"
"FadR","accD","b2316","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1187","Yes"
"FadR","fabA","b0954","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1187","Yes"
"FadR","fabB","b2323","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1187","Yes"
"FadR","fabD","b1092","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1187","Yes"
"FadR","fabG","b1093","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1187","Yes"
"FadR","fabH","b1091","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1187","Yes"
"FadR","fabI","b1288","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1187",NA
"FadR","fadA","b3845","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1187","Yes"
"FadR","fadB","b3846","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1187","Yes"
"FadR","fadD","b1805","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1187","Yes"
"FadR","fadE","b0221","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1187","Yes"
"FadR","fadH","b3081","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1187","Yes"
"FadR","fadI","b2342","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1187","Yes"
"FadR","fadJ","b2341","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1187","Yes"
"FadR","fadL","b2344","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1187",NA
"FadR","fadM","b0443","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1187","Yes"
"FadR","fadR","b1187","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1187","Yes"
"FadR","iclR","b4018","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1187","Yes"
"FadR","uspA","b3495","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1187","Yes"
"FeaR","feaB","b1385","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1384",NA
"FeaR","tynA","b1386","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1384",NA
"FhlA","fdhF","b4079","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731",NA
"FhlA","fhlA","b2731","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731","Yes"
"FhlA","focB","b2492","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731",NA
"FhlA","hycA","b2725","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731","Yes"
"FhlA","hycB","b2724","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731","Yes"
"FhlA","hycC","b2723","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731","Yes"
"FhlA","hycD","b2722","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731","Yes"
"FhlA","hycE","b2721","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731","Yes"
"FhlA","hycF","b2720","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731","Yes"
"FhlA","hycG","b2719","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731","Yes"
"FhlA","hycH","b2718","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731","Yes"
"FhlA","hycI","b2717","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731","Yes"
"FhlA","hydN","b2713","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731","Yes"
"FhlA","hyfA","b2481","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731",NA
"FhlA","hyfB","b2482","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731",NA
"FhlA","hyfC","b2483","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731",NA
"FhlA","hyfD","b2484","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731",NA
"FhlA","hyfE","b2485","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731",NA
"FhlA","hyfF","b2486","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731",NA
"FhlA","hyfG","b2487","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731",NA
"FhlA","hyfH","b2488","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731",NA
"FhlA","hyfI","b2489","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731",NA
"FhlA","hyfJ","b2490","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731",NA
"FhlA","hyfR","b2491","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731",NA
"FhlA","hypA","b2726","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731","Yes"
"FhlA","hypB","b2727","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731","Yes"
"FhlA","hypC","b2728","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731","Yes"
"FhlA","hypD","b2729","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731","Yes"
"FhlA","hypE","b2730","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731","Yes"
"FhlA","hypF","b2712","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2731","Yes"
"Fis","acnB","b0118","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","acs","b4069","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","actP","b4067","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","adhE","b1241","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","alaT","b3853","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","alaU","b3276","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","alaV","b0203","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","alaW","b2397","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","alaX","b2396","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","aldB","b3588","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","ansB","b2957","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","apaG","b0050","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","apaH","b0049","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","argU","b0536","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","argW","b2348","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","argX","b3796","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","aspV","b0216","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","bglB","b3721","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","bglF","b3722","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","bglG","b3723","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","carA","b0032","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","carB","b0033","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","cbpA","b1000","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","cbpM","b0999","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","crp","b3357","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","cspA","b3556","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","cspI","b1552","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","cyoA","b0432","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","cyoB","b0431","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","cyoC","b0430","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","cyoD","b0429","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","cyoE","b0428","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","cysG","b3368","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","deoA","b4382","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","deoB","b4383","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","deoC","b4381","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","deoD","b4384","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","dmsA","b0894","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","dmsB","b0895","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","dmsC","b0896","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","dnaA","b3702","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","dnaN","b3701","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","dps","b0812","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","dusB","b3260","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","emrD","b3673","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","fadA","b3845","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","fadB","b3846","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","fis","b3261","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","flxA","b1566","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","fumB","b4122","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","gadA","b3517","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","gadB","b1493","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","gadC","b1492","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","gadX","b3516","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","glcC","b2980","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","glnA","b3870","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","glnG","b3868","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","glnL","b3869","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","glnQ","b0809","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","glnU","b0670","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","glnV","b0665","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","glnW","b0668","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","glnX","b0664","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","glpA","b2241","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","glpB","b2242","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","glpC","b2243","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","glpQ","b2239","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","glpT","b2240","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","gltT","b3969","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","gltU","b3757","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","gltV","b4008","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","gltW","b2590","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","gltX","b2400","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","glyT","b3978","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","glyU","b2864","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","grcA","b2579","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","guaA","b2507","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","guaB","b2508","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","gyrA","b2231","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","gyrB","b3699","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","hisR","b3797","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","hlyE","b1182","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","hns","b1237","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","hupA","b4000","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","hupB","b0440","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","hyaA","b0972","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","hyaB","b0973","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","hyaC","b0974","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","hyaD","b0975","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","hyaE","b0976","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","hyaF","b0977","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","ileT","b3852","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","ileU","b3277","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","ileV","b0202","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","infB","b3168","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","katE","b1732","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","leuP","b4369","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","leuQ","b4370","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","leuT","b3798","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","leuV","b4368","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","leuW","b0672","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","leuX","b4270","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","lpd","b0116","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","lysT","b0743","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","lysV","b2404","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","lysW","b0745","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","malE","b4034","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","malF","b4033","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","malG","b4032","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","malH","b4807","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","marA","b1531","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","marB","b1532","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","marR","b1530","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","mazE","b2783","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","mazF","b2782","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","mazG","b2781","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","metT","b0673","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","metU","b0666","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","metY","b3171","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","mglA","b2149","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","mglC","b2148","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","msrA","b4219","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","mtlA","b3599","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","mtlD","b3600","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","mtlR","b3601","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","nanA","b3225","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","nanE","b3223","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","nanK","b3222","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","nanQ","b3221","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","nanT","b3224","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","narG","b1224","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","narH","b1225","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","narI","b1227","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","narJ","b1226","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","narK","b1223","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","narS","b4813","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","nirB","b3365","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","nirC","b3367","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","nirD","b3366","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","nrdA","b2234","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","nrdB","b2235","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","nrfA","b4070","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","nrfB","b4071","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","nrfC","b4072","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","nrfD","b4073","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","nrfE","b4074","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","nrfF","b4075","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","nrfG","b4076","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","nuoA","b2288","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","nuoB","b2287","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","nuoC","b2286","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","nuoE","b2285","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","nuoF","b2284","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","nuoG","b2283","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","nuoH","b2282","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","nuoI","b2281","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","nuoJ","b2280","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","nuoK","b2279","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","nuoL","b2278","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","nuoM","b2277","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","nuoN","b2276","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","nusA","b3169","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","ogt","b1335","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","osmE","b1739","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","osmY","b4376","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","patA","b3073","?","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","pdxA","b0052","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","pflB","b0903","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","pheU","b4134","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","pheV","b2967","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","pnp","b3164","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","proK","b3545","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","proL","b2189","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","proM","b3799","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","proP","b4111","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","pyrD","b0945","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","queA","b0405","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
"Fis","rbfA","b3167","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3261",NA
"Fis","recF","b3700","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3261","Yes"
