Gene,41_1Ti9,E101,E1167,HS,H120,TA054,TA249,TA280,TA447,M114,E1114,MG1655,ROAR8,JJ1886,UTI89,S88
aes,3.166689641,3.799038456,2.968409765,3.092109233,3.057798645,3.409395262,3.042717273,3.261823632,3.860350838,3.054192622,2.631154447,4.59921917,3.078979376,2.482131881,2.989059211,3.039016642
agaB,2.54021525,2.184343652,1.381961763,1.627690703,2.745925814,2.329689916,1.224420388,2.412237402,1.983009172,2.170256888,1.141269641,0.670851717,1.366431399,2.415121805,1.96434217,1.028784433
agaC,2.11569491,2.380346407,1.586977006,2.093678616,1.859130088,2.152929752,1.287400733,2.290362505,1.253446458,1.971540628,1.490090054,0.477411589,1.399819124,1.504104755,0.654409567,0.693494131
agaD,1.552869492,2.66401459,1.75027877,1.363772555,2.147276192,2.16977492,1.771894574,2.556254751,1.474364595,1.128431634,1.908702541,1.921172106,1.086778311,3.269810701,2.200495753,2.730949196
agaR,5.362148769,5.793067102,5.52228247,5.587403882,5.57835963,5.564543629,5.938156717,5.597376724,5.671122069,5.522101762,6.259661452,6.92250055,5.994086935,5.931136472,5.951631096,6.003510861
agaS,1.620483204,1.832773557,1.562267425,1.792732132,1.123471755,1.807358333,2.118804263,2.283959971,1.633179335,1.849033599,0.997052906,1.985118171,2.380658196,1.742572314,2.489120891,1.11824139
agaV,2.301945885,3.281259764,1.572979004,1.633853663,2.121300004,1.75014985,2.305250926,2.681870737,2.296564455,1.576290357,2.172269374,4.634034375,2.350841659,2.193235801,3.488323214,3.645675726
agp,6.112152354,7.035505966,6.139596759,5.550050411,5.924566157,6.019205492,6.645171342,7.21487612,6.177528735,6.347082922,6.115060874,8.21005055,6.55256881,6.024474906,7.535349655,7.361160549
ahpC,12.00679473,12.33268837,11.78639256,11.82087067,11.77092452,11.80602299,12.37886849,12.17940098,12.40208161,12.44356851,12.47301604,12.79042671,12.07136697,12.05764991,12.63682286,12.58507781
ahpF,8.416603884,8.39722923,7.956456757,7.752139163,7.891335712,8.255967013,7.987775299,7.888457566,8.387952909,8.610561674,8.03896503,8.815119566,8.294545168,8.062085726,8.080929405,8.29006066
ahr,4.645420468,5.828933347,3.418832901,5.642365221,5.471387134,6.46208663,4.370608004,5.683613561,5.813565945,5.293659447,6.679421337,5.353473099,5.50811428,2.329882701,2.13526739,5.367045256
aidB,3.985214267,5.121032148,3.546031199,3.305746711,4.309039683,4.590115117,3.752546312,3.769000547,3.548494303,3.903806498,4.932407377,4.847368244,3.704687298,2.183218211,4.160809492,4.956058926
ais,5.754560153,4.759721706,5.103564615,5.072755686,5.197178829,4.973012149,5.227958013,5.137372467,4.033768348,6.851917342,0.995186745,0,6.909699196,3.971947055,3.604647601,3.071478922
alaA,5.974422902,6.179286708,6.296117242,6.034374469,6.080246371,6.375168379,5.720480391,5.952360773,5.996354018,6.647707173,6.941723589,5.700617333,6.206399785,6.390245578,5.927486423,6.012107882
alaC,6.292131638,6.033659728,6.200776335,5.422472379,5.697962561,6.38239815,5.55135793,5.814082185,5.746634675,6.199960156,6.20757145,6.422212703,6.014571237,6.20409679,6.310545816,6.60171296
alaE,6.840535408,6.730932326,5.810802337,5.994987972,1.870528238,6.971356686,7.009665096,6.773597001,6.862989606,6.006688041,6.573986305,7.597846387,6.155158482,4.429012517,6.592750873,6.496321709
alaS,9.257738596,9.186850757,9.328496526,9.460221273,9.253881277,9.249345908,8.957355519,9.226914334,9.559238364,9.264547853,9.626485238,8.794629361,9.193955202,9.195521672,9.106497018,9.053224467
aldB,3.047267654,3.769375301,2.734206913,2.83161742,3.819834572,3.851768899,3.290124318,3.421437645,3.386562121,3.139606477,4.012152283,4.2183914,3.651748876,1.864460364,3.277349022,4.124668124
alkA,2.326759331,2.740095014,1.991525009,2.23179359,2.312316709,3.485840768,2.336449847,3.166732146,2.629465229,2.632517701,3.596479673,3.73408621,3.031173007,1.762980293,2.827789477,3.204599801
alkB,4.184144294,4.040100148,5.461688483,3.993879253,3.93771642,4.849872567,4.662210541,4.068355632,3.729201456,4.034889039,5.454458742,4.459366454,3.747602067,3.571299677,4.146144486,4.052314812
allA,3.394218428,2.833300946,4.144115927,2.236822765,3.571758597,2.43672827,3.356155288,3.703881766,3.352632474,3.821574303,2.482664055,3.246112002,2.690528353,3.611348994,3.124995217,4.065988208
allB,2.84506769,3.530271335,2.64392647,2.220365963,3.455809171,2.796675432,2.393090621,2.644110097,2.447908265,2.626050415,4.471196627,2.809971874,2.782909581,2.328184576,2.860146424,2.60897472
allE,5.649796703,5.460399273,5.334915691,4.488784135,4.914396425,5.125411833,4.517345567,4.986862165,5.13140848,5.499041783,6.201995428,5.11698854,4.653148164,4.939272598,4.930537819,4.756078542
allR,6.404821807,7.00777677,5.638784076,6.531534392,6.411005,7.155269437,6.171948726,6.510986905,6.924390193,6.696791845,7.124525393,6.90730381,6.424269232,6.239369964,5.711686879,5.784572114
allS,1.960368449,2.475233375,2.195825806,1.293476408,1.488257964,2.038505555,2.059313719,1.808388646,2.184506512,2.601304749,2.197479271,2.68777119,1.92451179,1.97210423,1.923453135,2.352148186
alr,6.451798246,6.252181,6.215413298,6.408408428,6.144679432,6.630995368,6.554026604,6.070865991,6.321862938,6.176536788,6.275250083,6.254308838,6.368101611,6.399117604,6.763563217,7.078039614
alx,3.259011867,4.028354709,4.285883629,4.551413547,4.272112525,4.325977182,3.291961954,4.018754025,4.183773066,3.875705155,4.649092549,3.195597843,3.751646809,3.301585375,3.707344523,3.886576021
amiA,6.048511606,5.748682602,5.871254606,5.627880947,5.631413616,5.931676305,5.220147492,5.378152482,6.144928898,5.875705115,6.357249008,5.421951006,5.524242124,5.202485272,5.282650055,5.378123813
amiB,5.892009396,6.22150053,6.141785737,6.311471975,5.853656624,6.419483147,5.83262441,5.933764178,6.495239156,5.779235657,6.570099414,5.5932358,5.749229009,5.639049215,6.09650463,6.305160291
amiC,6.432244202,6.212528637,6.794346437,7.019384637,6.909780564,6.945359062,5.7621748,6.256189233,6.952075689,6.936097248,7.206767261,5.915300101,5.66369405,6.747419336,5.636918307,5.622845282
amiD,5.429834162,6.232217969,5.746054491,5.768003817,6.025975848,6.239288178,5.703644947,5.368880605,4.870479477,5.9017847,6.419491623,6.877229926,5.349382477,5.829004491,6.371063525,6.438804807
ampC,5.672777333,4.875564748,5.542714232,5.363365518,6.29709138,4.849265613,4.984008964,4.649260121,5.499684126,6.013882353,5.179871858,4.050808221,4.676444575,4.173334569,5.372198255,5.656710474
ampD,5.099418496,5.618383366,5.427463643,5.282808381,5.555751076,5.73633308,6.148846999,5.379377156,5.545210156,4.787802827,6.605479675,5.852621734,5.311227684,5.159110004,5.664581313,6.966433971
ampG,5.970282782,6.709928565,6.675555861,6.534287767,6.48951362,6.757631881,5.085955638,5.555586401,6.896242896,5.181924789,6.543828997,4.769788481,5.197892152,5.285911422,4.925487535,4.98157098
ampH,5.518444097,6.173747209,5.532183702,5.724898041,6.10913982,6.487754457,4.640968137,5.301319744,6.698013033,5.330060245,6.445234842,5.145036393,5.141380845,5.329084988,5.260877997,5.256379123
amtB,1.47779747,2.191953809,1.839836693,1.732940295,1.080442353,2.198417293,1.691199325,1.586301067,1.813591954,1.354510738,1.841361023,1.870056417,1.106222523,2.074626081,2.406749051,2.889005807
amyA,5.977751884,6.801136791,7.098692368,5.803392646,7.713759317,7.488071624,6.517617843,6.536194476,6.491660628,6.410552721,8.09027595,6.058820052,5.422157812,5.78611574,5.886290332,6.109941578
anmK,5.134810732,5.797706028,5.284045825,4.331708395,5.321840116,5.595287363,5.461111211,5.623535434,4.936001493,5.201911215,5.91653699,5.434004178,5.437088793,5.41986078,5.935124529,6.214310321
ansB,9.76736673,9.04974252,8.365176429,8.245220436,8.484481824,7.852396366,10.24846678,9.477706646,9.38538739,9.150561759,7.761194163,5.080298236,9.335853288,10.16526054,11.15494361,11.70316276
ansP,5.17579498,5.329080782,5.758118739,6.634481035,6.174863876,5.573502548,4.466616471,5.188321457,5.606665967,5.369033993,5.726683703,2.645255114,3.98519929,4.587001408,4.243587479,4.478068417
apaG,7.634687333,7.948681052,7.831531824,7.889144242,7.694934244,7.737158186,7.608065169,7.317355912,8.049715187,7.355731012,8.468873662,7.287056782,7.652325992,7.170912445,7.362411433,7.44716016
apaH,5.23624569,6.172918636,5.646118549,5.733684832,6.011708195,6.262919648,5.647379588,5.640388955,6.511037148,5.531109864,6.242358379,5.510799443,5.127809291,5.123999894,5.319053987,5.907676208
appA,3.473453747,3.741675451,2.904573277,2.786625606,2.933118562,3.430369963,2.437828488,3.21080318,3.16227613,3.218183498,5.039076804,3.575898357,3.439976023,2.563012761,2.907746108,3.32656906
apt,8.36408231,9.206152759,9.655861928,9.676320339,9.385776753,9.545365856,7.681383835,7.616082796,9.607700493,8.187023969,9.468558023,8.018103769,8.22731994,8.152376681,7.564327122,8.011798598
aqpZ,3.689199413,3.648580486,3.70475843,3.415398101,3.633460269,5.321855017,3.78250161,2.628725866,4.159157032,3.51867869,3.603571885,1.598681404,4.843592766,3.977871252,3.617253329,4.017069066
araA,2.106381657,3.032504916,2.689407284,2.671346555,2.447390793,2.755121744,2.841199552,2.578548054,3.112830654,1.959354069,3.080987646,3.628682911,2.493996161,2.054968548,2.618625518,2.846026786
araB,2.100036707,3.314320726,1.907667653,1.551410664,2.394692238,2.830079102,2.211718897,2.006810809,2.78407037,2.544165163,2.70891674,3.994694606,1.870102787,1.921457998,2.626610147,3.101795469
araC,4.674473148,5.749930858,4.795170192,4.782794956,4.898857605,5.51336175,5.293524031,6.703353409,5.205762631,5.040803518,5.41425343,6.959060972,5.46354966,5.793273993,5.28959275,5.764910622
araD,2.283095064,3.844311644,2.617569165,2.985821917,3.097231915,3.47362165,1.71813424,2.343057496,2.778744853,2.752053701,3.392740734,3.86723101,2.499557063,2.390369427,1.868744014,2.358617789
araE,2.955144971,3.078199565,3.704994458,2.280359334,3.194560386,3.42860796,2.625390028,2.689173363,2.913651217,3.264073249,3.578156728,4.029878188,2.39079052,2.999382758,3.084348615,3.176819783
araF,2.163885849,3.98623188,2.946208166,2.552428864,3.277172168,3.603661404,2.691709594,3.051395863,3.086397979,2.461422726,3.554296832,5.003106757,2.263730536,3.028384635,3.228008995,3.588232147
araG,1.846632697,2.965241982,1.918730814,2.307013716,2.334505257,3.17072259,2.321332497,2.850841353,2.238553623,2.399261235,3.004177485,3.773461572,2.277824032,2.505415864,3.001367284,3.157348637
araJ,4.058571023,4.594975062,4.54525171,4.249550836,3.932723109,4.615953612,4.317141271,3.715887374,4.339206521,3.951952528,5.095428352,4.409403731,3.835564348,4.598360482,5.404913798,5.080958583
arcA,10.08790726,10.31116856,10.33766545,10.39612931,10.27752232,10.48732977,10.27107856,9.900595919,10.37504089,9.976118378,10.64768372,10.05519012,10.18335891,10.37363033,10.73849719,11.00305478
arcB,5.828182238,5.848546196,5.513994364,5.585252859,5.52087289,5.973916234,6.484883638,6.338980569,5.923160506,5.785702905,5.510300935,6.585786899,6.561501673,6.126217228,6.475250016,6.595852349
arfA,5.227835148,4.222280711,4.177935732,5.08772704,4.241607869,5.140816906,4.665645507,3.669502349,4.644949556,4.904797673,4.71720707,5.009474909,4.945274468,4.785294141,5.746301772,5.953660263
arfB,6.572113973,6.365394907,6.518273746,6.57316424,6.600168572,6.201231765,6.25478991,5.864920165,6.258681618,5.916749564,6.936566136,5.371455171,6.112062291,5.932199722,6.134950526,6.324160687
argA,2.912348955,3.25090448,2.866044472,3.019852685,2.834399481,2.988586516,2.883218944,3.00850403,2.569308505,6.752473331,3.799243326,3.789602483,3.062037939,3.122768964,3.97491315,3.903975154
argB,3.509973721,4.021015633,3.411359685,3.478424029,3.518854795,3.602728322,3.63582425,3.576582519,3.331238382,3.242414222,3.863026353,4.072883633,2.7502749,2.899374282,3.969307318,4.069011864
argC,3.879409368,4.121496883,3.636376908,3.746283904,3.816094175,3.588727855,3.436774117,3.240427946,3.234181919,3.803345497,3.824001691,3.990247718,3.301255138,2.955734717,3.929269983,3.627186335
argD,4.13930223,4.22830674,4.68530257,5.132388904,4.249119876,4.12214299,3.475133509,4.58219318,4.384284032,4.156626039,5.500609019,4.292516084,3.980775532,3.763044487,3.887043972,3.849147827
argE,5.95797935,6.286632536,6.076981511,5.901508152,6.083888056,6.222875067,5.87179456,5.988033378,6.198673539,5.503126992,6.430016344,6.405456508,5.945192723,5.6886586,6.050833719,6.302240153
argG,5.099418496,6.012134656,5.400360763,5.171980683,5.900894435,6.225791976,4.848444976,5.15060899,5.29406349,5.001138887,6.261987325,5.654671141,5.234584348,4.406976323,5.57362907,5.688809259
argH,3.953483289,4.857967229,4.122558482,3.971411849,4.906743304,4.655716412,4.223511092,3.658899179,4.079153715,3.984423848,5.090511324,4.390148326,3.637617977,3.229907044,4.295744597,5.003900978
argO,4.83951177,5.92659828,5.041040319,4.520226488,4.531024377,5.305632107,5.245597408,5.05731318,5.216311473,4.897470211,5.360381411,5.573525679,5.616356477,5.960042923,6.238655488,6.46247524
argP,6.231905097,6.178354191,5.614495369,5.931001118,5.890056971,6.210487688,6.810610982,6.857980653,5.884816911,6.594574018,6.907052119,7.081084017,6.60930743,6.768382306,7.062430931,6.759968339
argR,8.201626827,8.556453112,8.837261687,8.833139755,8.7046852,9.000821148,7.976582044,8.389528555,8.810957757,8.033195563,8.511321386,7.764467165,8.444012985,7.816306478,7.952316543,8.020087844
argT,5.157272489,6.164520957,5.703665681,5.499786639,5.763418989,5.979153786,5.768966542,5.017853331,5.011984675,4.248032885,5.753314273,5.155330651,5.126421006,3.13542509,4.381425678,4.861209047
arnA,6.129588571,6.030788762,5.231380537,5.035664765,5.547487852,6.293999743,5.466977062,6.05752515,4.618798537,7.241289633,6.269307454,2.999545872,7.548057056,6.149585902,5.823209503,6.25729863
arnB,6.084686983,6.820988957,6.264294221,6.159391362,6.188059769,7.150053498,5.449028456,6.385537991,5.003233133,7.222508116,7.599992304,2.923001305,7.465154446,6.467116765,5.913040055,6.33713221
arnC,6.10792765,6.592792498,5.335290637,5.625293656,6.126043131,6.788834924,5.39652442,6.123784741,4.531774495,6.905880004,6.691898972,2.474134809,7.446692442,6.163104865,5.718955177,5.991585859
arnD,4.468971446,5.035202194,4.230451482,4.126516178,4.306298407,5.270256712,4.344840591,4.911578278,3.458334476,5.765282243,5.436045644,0.708294994,5.940509454,5.227188426,5.070371298,5.304235505
arnE,2.710577088,3.401906371,2.273992052,2.235462304,1.276921276,3.49985024,3.503787871,3.116261761,2.811724811,2.799970842,2.597008279,3.239893614,4.325208841,2.431475526,3.812252363,4.336225526
arnF,2.073817478,2.806934185,3.045991897,2.895432494,1.795482598,3.028893142,2.582336766,3.183529292,2.214109549,3.152130228,4.212495386,0.790513412,4.006892906,3.448884012,4.284127453,4.063883483
arnT,3.851621059,4.423611691,3.621508276,3.566928154,3.678622975,4.694487035,3.77906745,3.785190936,3.115975529,4.882149673,4.561694481,1.52565961,5.239458386,4.533599095,4.318633897,4.843618517
aroA,7.318662675,7.630991524,7.485463124,7.762713928,7.447514651,7.19432094,7.022581552,7.477831802,7.39023241,7.716035084,8.028798944,7.126970446,7.271006945,6.903525352,6.859859568,6.860378644
aroB,8.794542218,8.701849973,9.172999249,9.415502376,9.037257472,8.887225381,7.724328063,8.490207117,9.19941515,8.59870949,9.172265521,7.945840526,8.388384882,7.801545654,7.914511777,7.939435833
aroC,6.944926512,7.100664937,7.227469685,7.470132922,7.507605102,7.426211929,6.642737298,7.32367861,7.689129191,6.979802036,7.820372533,7.369474117,6.812990232,7.037645999,6.827898569,6.983966987
aroD,4.712931569,5.825283711,5.042897599,5.115840841,5.144818713,4.827381833,5.18111492,4.974796875,4.696260528,4.887687089,6.088780386,5.382629542,4.618111267,4.922126191,4.591204318,4.657493436
aroE,6.423799723,6.892108895,6.937704348,7.26450476,7.175025676,7.327115058,6.04584708,6.654883626,6.960146917,6.858021285,7.6685748,6.333575061,6.734478629,6.015613011,6.94238491,7.093828924
aroF,4.988639014,4.970053669,5.00149046,6.141316199,5.062189612,4.886478253,4.771916899,5.500911093,4.874562075,5.329405453,5.882584714,4.618038115,5.628946431,4.43021775,4.508395356,4.907979407
aroG,6.264133463,6.796372859,6.094483417,6.13659242,6.150380218,6.207300554,6.628104074,6.646165259,5.859913636,6.239152392,6.939965777,7.51374404,6.259415701,6.488465018,6.71238038,6.840098272
aroL,4.827163385,5.756389006,5.837293363,5.840690027,5.394317633,5.835423532,5.000851523,5.059799907,5.570103824,6.069606924,5.698808495,5.056286193,4.84273562,4.347458782,5.417931435,6.007370205
aroM,5.036073963,5.985380372,5.997873835,6.190303201,6.114181439,6.133001844,5.13639885,4.808949609,6.889578301,5.10845762,6.689569915,4.514848305,4.714896733,4.615888413,4.870192914,5.154536245
aroP,4.080708552,3.894945261,4.387635128,4.411318722,4.275792127,4.215093676,3.941542859,3.877121008,3.689824436,4.952560891,5.001957999,4.470033627,4.398301895,4.148156633,4.515935996,4.722398572
arsC,5.779630584,3.572610792,5.086310892,5.248330493,5.371068795,5.821523979,5.222938514,5.869904293,4.835167667,5.120035508,4.032481165,3.451977206,4.609777398,4.979030479,5.691215,6.772503226
artI,8.131128282,8.668942279,8.274382115,8.171446517,8.477498263,8.658735708,8.297177029,8.241543442,8.528266253,8.321634012,8.682117146,8.864957078,8.674725279,6.703185127,8.156452131,8.473462073
artJ,3.865590985,4.445462379,4.753585399,4.266658359,4.996632108,3.849191608,3.90070846,4.012706795,3.777544868,3.463223462,4.745833058,4.574932102,3.681190404,3.956362704,4.403490609,5.392974436
artQ,6.024714671,6.727297308,6.605562325,6.458302339,6.5503225,7.198292917,5.950901011,5.941876034,6.538946753,5.55817532,6.89866094,5.748885557,5.303360475,4.486518848,5.888677911,6.015066079
asd,8.528900136,8.677332949,8.007422073,8.284116532,8.185924571,8.416418043,8.649255391,8.55244409,8.224723169,8.398397622,9.013331725,9.519621134,8.789005017,8.986645131,9.361241398,9.379981747
aslB,2.22812842,2.251710656,2.519594681,1.964346846,1.882136287,3.083341528,2.62253166,2.547730737,3.249683647,2.483837498,2.049082059,1.912664831,2.826007365,2.581514358,3.419796438,3.41080796
asmA,6.323843527,6.442392645,6.564899886,6.404029624,6.239194876,6.508119995,6.24403686,6.18096327,6.547450661,6.076993969,6.681241412,6.048549078,6.102267997,6.301741333,6.182853601,6.229187242
asnA,3.413195327,3.93406059,4.147091678,3.175101699,3.96569475,3.281489631,3.979783223,3.664584578,3.76891049,2.974387852,2.71822516,4.077187048,3.852713481,3.101782696,3.683754909,3.953449178
asnB,5.836207208,5.582005727,4.846147093,5.388963481,4.739039244,5.143146506,6.141137992,5.828870896,5.792759165,5.8113563,5.773852822,6.446412304,5.509014472,6.916879053,6.385327579,6.414918562
asnC,6.176953815,5.905630876,6.196383298,5.873797218,6.092332561,6.260718651,5.942256477,6.142292472,5.159884606,5.815130374,6.616331274,5.66770845,5.66153598,5.562038695,5.740515565,5.589133504
asnS,9.67090141,9.829563553,9.884596584,9.828694483,9.710039083,10.11347461,8.978131751,9.764001013,9.937174917,9.98499244,9.793310023,9.347051624,9.494013484,8.92777651,8.714184052,8.954332331
aspA,11.72858433,11.78722475,11.17119764,10.92676028,11.23986921,11.37689909,12.34270077,11.99548088,11.78090667,11.69450722,11.33752939,11.37070134,11.23208051,12.03961139,12.29474111,12.73227339
asr,3.448121733,3.875948785,2.859522146,1.773971427,2.99350623,5.204715737,4.108192091,4.593689935,4.897646751,3.33930055,4.360623748,3.965519769,3.269442306,3.400108787,4.046408681,4.516132815
astA,2.48568146,4.010183668,3.08112847,2.128145104,4.121182477,3.739799592,2.409265472,2.083228725,2.295558331,3.333005908,3.046269419,1.647496537,1.932574574,0.726471388,2.856418016,2.520124019
astE,1.190304591,2.932967281,1.734694123,1.612505327,2.564953302,2.689606528,1.407646165,1.508530473,1.775209685,1.770950719,1.312582172,1.968732729,1.002223063,1.785384225,2.603414346,2.36347748
atl,3.490685828,3.974814667,3.199369382,3.290984399,3.483035874,3.090302328,3.256497251,1.798442984,2.903887995,3.705379517,3.018735303,4.034447644,4.752814601,3.733837655,3.505073563,4.546275988
atpA,12.68732729,12.50752842,12.59826409,12.5907933,12.77862951,12.53304582,12.49505256,12.5692731,12.31133257,12.53829341,12.18077925,11.75242813,12.63816803,12.26634133,12.0830168,12.11519173
atpB,10.00819622,10.377629,10.75430209,10.67628221,10.58931916,10.80339771,9.617678809,10.92057202,10.62963115,10.75957084,10.45467828,9.337857197,10.41697796,9.697775759,9.650759705,9.917821538
atpC,11.92427225,11.57657389,11.83777422,11.6690075,11.92221517,11.72136293,12.05030977,11.85631485,11.50560138,11.7258397,11.33137552,11.1850085,11.88512377,11.53054689,11.60341736,11.62973987
atpE,11.49517048,11.51426033,11.84349885,11.67877302,11.77510144,11.806353,11.51111744,11.36539256,11.61707261,11.39322424,11.44565914,10.66565075,11.59084879,11.1763214,11.10625841,11.27268375
atpF,12.07813912,11.94389726,12.21258516,12.19243643,12.30004051,12.134104,11.95340309,11.7968582,11.89125285,11.6742933,11.86482867,10.94085596,11.58273009,11.42748861,11.41657994,11.52368473
atpG,11.1989723,11.1530042,11.35444654,11.02835852,11.18337571,11.36204591,11.17193158,11.34281108,11.2159088,10.8218481,10.87871201,10.54339162,11.26405334,10.76376234,10.90843943,11.20202386
atpH,11.01838432,11.39507353,11.27027041,11.34136181,11.28688292,11.37180818,10.97669445,11.16138989,11.52570275,10.89646033,10.96930545,9.999631222,10.86563033,10.42923166,10.65667171,10.95179494
avtA,6.536047094,7.133865246,6.987115772,7.14895646,7.490012179,7.299998693,5.846624204,6.455190132,6.836136688,7.082203201,7.349892655,6.031323173,6.417462177,6.218716045,6.177939877,6.316912683
azoR,6.042533514,5.990112317,6.05337342,6.091943561,6.130250774,5.909426895,5.882326471,5.857883526,5.941049982,5.726145504,7.100693393,6.367165982,6.182746377,6.348635943,6.723242119,6.789511149
bacA,7.187776565,6.416196847,6.640958508,6.591939623,6.651181022,6.624326594,5.451197278,6.19622933,6.908377743,6.243435168,6.379888627,5.411709479,6.342342611,5.656850878,5.420203406,5.569350846
baeR,6.250360441,5.647254965,5.366984225,5.622489285,5.615192271,5.275951275,5.740633308,6.258907235,5.778852535,6.185722738,6.361866598,5.533170366,5.818879608,5.789818151,5.853160398,5.737989682
baeS,3.110501142,3.172473951,2.62479731,2.792187968,2.854876684,3.496098459,3.086233204,2.945889327,2.926957559,3.024448385,3.493410866,2.909566643,2.994745141,3.163828306,4.130321059,3.445757071
bamA,9.253386038,9.437627265,9.227819702,9.437731205,9.231748588,9.556237747,8.98886966,9.270001323,9.384735743,9.370679416,9.939458405,9.145871994,9.321562133,8.908844839,8.872020116,8.742299131
bamB,7.936081003,8.42078565,8.009489966,8.259889933,8.437310511,8.274209506,7.947076486,8.340014041,8.438545007,7.968159073,8.734371509,7.474288272,8.518588325,8.378742488,8.11854179,8.144323335
bamC,8.660494902,8.768754818,8.926103366,8.755169917,8.7372161,8.794707935,8.286155848,8.559074655,8.798140836,8.660719239,9.392053671,8.06858177,8.592368439,8.410435851,8.474884502,8.535785757
bamD,8.810898959,9.325190653,9.394566453,9.490234169,9.396138436,9.394863902,8.606485836,8.5059633,9.601878152,8.405447529,10.20168721,8.787891239,8.45074005,8.680006978,8.762611391,8.720816513
bamE,8.16811722,8.556722183,8.459796329,8.399995607,8.332026853,8.698912748,8.498761136,7.335691723,8.878215473,7.232857411,9.446597676,8.435225705,7.702980637,8.637306122,8.889372909,8.733884063
barA,5.412922077,5.475729758,5.902005819,5.785578484,5.338413919,5.745844511,5.693207564,4.93032181,5.927884868,5.870448753,5.985840986,5.179155365,5.598856619,5.786206408,6.147350314,6.003409898
basR,6.853304798,6.889757093,6.310515382,6.236504672,6.748257845,6.995193459,6.526689632,6.889916218,6.115721356,6.683863161,6.550940428,5.968729245,7.495800814,5.42406448,5.5324811,5.87097407
basS,6.133666355,6.436764208,6.017396039,5.956333369,6.324398817,6.198158709,5.928169622,6.394207325,5.910945784,6.357498817,6.426067926,4.679342748,7.43868692,5.71943557,5.351144426,5.938699964
bax,8.288959618,9.322626085,9.350807796,9.493545791,8.902238372,9.649074509,7.832970103,8.095095354,9.000287541,7.986550444,9.766292827,7.743132737,7.840079217,7.871741981,7.645976068,7.883747129
bcp,8.494017269,8.885817682,9.29045647,8.800682581,8.78755081,9.521128815,8.650739749,8.659385729,9.217157574,8.611097836,9.765654792,8.607388174,8.566159764,8.591628888,8.857803372,9.209563804
bcr,4.866360455,5.72315177,6.244832814,6.07982527,5.87817561,6.348576801,4.132217205,4.937808907,5.933343006,4.887741107,7.022851648,5.256452631,4.162636631,4.481027344,4.331442954,4.420593356
bepA,6.243177532,6.311844514,5.893352703,6.223433993,6.005280883,6.266609411,6.211865942,6.4515736,6.228534203,6.552883494,7.461526256,6.475044957,6.22981237,6.474543612,6.689736837,6.646486322
betA,6.370571521,6.094490088,6.37110422,5.365672171,5.734088127,5.429769055,5.340397634,5.266176242,4.180340725,5.867239898,6.280855618,4.388283495,5.873445389,6.35197213,6.717677661,6.537475559
betI,5.957262538,7.275731675,7.430876118,6.157197422,6.644874771,6.783184846,5.66895822,6.478707379,5.97322689,6.255680351,7.910750171,5.572427185,6.335115439,6.882019734,6.737271917,6.858916321
bfd,3.538248319,5.679756492,3.561049712,2.72571027,2.496606915,5.19134863,4.365790766,3.883018871,5.409397866,4.158855948,2.740637151,4.309321686,4.388067405,3.275881572,3.387654422,4.502805628
bfr,8.76395832,9.736050228,8.988352956,7.312267536,10.33734438,9.901114222,8.354432914,7.871935572,8.796518662,7.74148229,8.788306083,8.642656248,8.196623246,5.190151469,8.161874997,8.284238129
bglA,7.025098694,6.875927708,6.731384156,6.996758946,6.202168856,6.936270281,7.098553968,7.04771756,6.970652866,7.119686137,7.193673751,7.662958081,7.232675883,7.685818673,7.473941253,7.479979485
bglX,7.232176707,6.958656387,6.825029045,6.95876378,6.810204871,6.954039446,6.33361844,6.762449579,6.957957326,6.821710507,7.18435156,6.149237917,6.621643234,6.262655393,6.051531694,6.077102668
bioA,2.280661562,1.568688385,3.156892298,2.897348523,2.83919933,3.076779317,2.675413319,1.58033191,2.519022555,1.899796643,2.621745362,1.867617083,2.122926292,2.053511993,1.769235717,2.157702277
bioB,2.107906586,2.448789307,1.797697797,2.437614845,1.504601291,1.872816182,2.277023811,1.44232189,1.649836228,2.179283563,2.438273438,2.115157937,3.028289315,2.313671683,1.994538313,2.116620591
bioC,2.716281011,2.025164801,2.130328664,2.522339067,2.599392355,1.311590159,2.726540345,2.136287949,1.800914787,3.012346449,3.588706488,1.80854457,2.579958307,2.770839072,2.480863068,2.212898489
bioD,1.906266475,2.245277706,2.362510012,3.181812507,2.387322515,2.630890557,1.125165029,1.213243843,2.157944363,2.30479968,3.539210436,2.498604084,2.711947533,2.819522782,3.210042576,2.99655077
bioH,4.798058687,4.528451913,5.174404755,5.382393747,5.208420127,5.373216824,4.596897571,4.84558141,5.133913714,4.480813948,5.203335157,4.989421735,4.641142879,5.148593668,4.605435257,4.651594485
bioP,2.939496149,2.780228833,3.3334991,3.518831299,2.817764973,3.32219826,3.124842752,3.385588592,3.784169648,2.715156721,3.622073735,2.645255114,3.320842621,2.361842592,3.391551034,3.47283166
bipA,10.33786381,9.606304665,10.23481807,10.17180756,10.35636761,9.912619627,9.285533768,10.20188577,10.32802915,10.00963216,9.565575452,8.637420747,10.00942521,9.62320179,8.930949835,8.988213823
birA,5.636869762,5.572945513,5.102729713,5.246026199,5.363370846,5.695308637,5.02591509,5.572076215,5.435928408,5.51366476,4.681866014,4.219480824,5.205070956,5.578356629,5.182289656,5.288631691
